Dataset,Classifier,Clustering,K,TrainAccuracy,TestAccuracy
glass,svmLinear,ap,17,0.779816513761468,0.704761904761905
ecoli,svmLinear,ap,13,0.905882352941176,0.849397590361446
vowel-context,svmLinear,ap,43,0.971717171717172,0.886868686868687
iris,svmLinear,ap,6,1,0.946666666666667
pima-indians-diabetes,svmLinear,ap,35,0.802083333333333,0.776041666666667
sonar.all,svmLinear,ap,16,0.990476190476191,0.747572815533981
image-segmentation,svmLinear,ap,51,0.955844155844156,0.958441558441558
ionosphere,svmLinear,ap,29,0.988636363636364,0.874285714285714
spectrometer,svmLinear,ap,29,0.99290780141844,0.578313253012048
statlog-vehicle,svmLinear,ap,27,0.863207547169811,0.803317535545024
optdigits,svmLinear,ap,171,1,0.975436098255607
statlog-satimage,svmLinear,ap,73,0.921404162783473,0.897077114427861
pendigits,svmLinear,ap,135,0.997999636297509,0.989259056981613
wine,svmLinear,ap,9,1,0.954545454545455
breast-cancer-wisconsin,svmLinear,ap,23,0.97953216374269,0.964809384164223
yeast,svmLinear,ap,51,0.659060402684564,0.602165087956698
glass,svmLinear,ap,19,0.825688073394495,0.685714285714286
ecoli,svmLinear,ap,14,0.917647058823529,0.831325301204819
vowel-context,svmLinear,ap,45,0.973737373737374,0.882828282828283
iris,svmLinear,ap,6,1,0.973333333333333
pima-indians-diabetes,svmLinear,ap,37,0.796875,0.796875
sonar.all,svmLinear,ap,18,0.980952380952381,0.796116504854369
image-segmentation,svmLinear,ap,53,0.968831168831169,0.950649350649351
ionosphere,svmLinear,ap,31,0.988636363636364,0.885714285714286
spectrometer,svmLinear,ap,27,1,0.594377510040161
statlog-vehicle,svmLinear,ap,27,0.851415094339623,0.812796208530806
optdigits,svmLinear,ap,177,1,0.975436098255607
statlog-satimage,svmLinear,ap,71,0.922336129232681,0.889303482587065
pendigits,svmLinear,ap,139,0.997635933806147,0.989987256508283
wine,svmLinear,ap,10,1,0.965909090909091
breast-cancer-wisconsin,svmLinear,ap,22,0.985380116959064,0.958944281524927
yeast,svmLinear,ap,52,0.646979865771812,0.60893098782138
glass,svmLinear,ap,17,0.807339449541284,0.723809523809524
ecoli,svmLinear,ap,14,0.911764705882353,0.86144578313253
vowel-context,svmLinear,ap,44,0.971717171717172,0.898989898989899
iris,svmLinear,ap,6,0.986666666666667,0.933333333333333
pima-indians-diabetes,svmLinear,ap,35,0.783854166666667,0.796875
sonar.all,svmLinear,ap,17,1,0.766990291262136
image-segmentation,svmLinear,ap,53,0.961904761904762,0.955844155844156
ionosphere,svmLinear,ap,27,0.994318181818182,0.88
spectrometer,svmLinear,ap,29,0.98936170212766,0.51004016064257
statlog-vehicle,svmLinear,ap,27,0.85377358490566,0.808056872037915
optdigits,svmLinear,ap,186,1,0.976148095407618
statlog-satimage,svmLinear,ap,74,0.915191053122088,0.901430348258706
pendigits,svmLinear,ap,138,0.997090380069103,0.990715456034954
wine,svmLinear,ap,11,1,0.954545454545455
breast-cancer-wisconsin,svmLinear,ap,23,0.970760233918129,0.976539589442815
yeast,svmLinear,ap,59,0.668456375838926,0.57510148849797
glass,svmLinear,ap,17,0.779816513761468,0.733333333333333
ecoli,svmLinear,ap,13,0.888235294117647,0.879518072289157
vowel-context,svmLinear,ap,46,0.95959595959596,0.892929292929293
iris,svmLinear,ap,6,0.986666666666667,0.933333333333333
pima-indians-diabetes,svmLinear,ap,39,0.8046875,0.768229166666667
sonar.all,svmLinear,ap,17,1,0.70873786407767
image-segmentation,svmLinear,ap,56,0.967099567099567,0.951515151515152
ionosphere,svmLinear,ap,27,0.994318181818182,0.891428571428571
spectrometer,svmLinear,ap,26,0.99645390070922,0.586345381526104
statlog-vehicle,svmLinear,ap,27,0.85377358490566,0.822274881516588
optdigits,svmLinear,ap,179,1,0.975436098255607
statlog-satimage,svmLinear,ap,74,0.929170549860205,0.888059701492537
pendigits,svmLinear,ap,135,0.997090380069103,0.988894957218278
