Dataset,Classifier,Clustering,K,TrainAccuracy,TestAccuracy
statlog-vehicle,svmLinear,km,91,0.825471698113208,0.767772511848341
statlog-vehicle,svmLinear,km,92,0.820754716981132,0.751184834123223
statlog-vehicle,svmLinear,km,93,0.834905660377358,0.744075829383886
statlog-vehicle,svmLinear,km,94,0.844339622641509,0.751184834123223
statlog-vehicle,svmLinear,km,95,0.851415094339623,0.751184834123223
statlog-vehicle,svmLinear,km,96,0.839622641509434,0.751184834123223
statlog-vehicle,svmLinear,km,97,0.832547169811321,0.744075829383886
statlog-vehicle,svmLinear,km,98,0.820754716981132,0.73696682464455
statlog-vehicle,svmLinear,km,99,0.830188679245283,0.744075829383886
statlog-vehicle,svmLinear,km,100,0.839622641509434,0.729857819905213
statlog-vehicle,svmLinear,km,101,0.834905660377358,0.727488151658768
statlog-vehicle,svmLinear,km,102,0.82311320754717,0.744075829383886
statlog-vehicle,svmLinear,km,103,0.834905660377358,0.732227488151659
statlog-vehicle,svmLinear,km,104,0.844339622641509,0.777251184834123
statlog-vehicle,svmLinear,km,105,0.830188679245283,0.76303317535545
statlog-vehicle,svmLinear,km,106,0.834905660377358,0.753554502369668
statlog-vehicle,svmLinear,km,107,0.837264150943396,0.781990521327014
statlog-vehicle,svmLinear,km,108,0.825471698113208,0.770142180094787
statlog-vehicle,svmLinear,km,109,0.849056603773585,0.739336492890995
statlog-vehicle,svmLinear,km,110,0.837264150943396,0.765402843601896
statlog-vehicle,svmLinear,km,111,0.811320754716981,0.739336492890995
statlog-vehicle,svmLinear,km,112,0.830188679245283,0.793838862559242
statlog-vehicle,svmLinear,km,113,0.839622641509434,0.739336492890995
statlog-vehicle,svmLinear,km,114,0.832547169811321,0.772511848341232
statlog-vehicle,svmLinear,km,115,0.849056603773585,0.767772511848341
statlog-vehicle,svmLinear,km,116,0.837264150943396,0.722748815165877
statlog-vehicle,svmLinear,km,117,0.846698113207547,0.753554502369668
statlog-vehicle,svmLinear,km,118,0.832547169811321,0.73696682464455
statlog-vehicle,svmLinear,km,119,0.846698113207547,0.748815165876777
statlog-vehicle,svmLinear,km,120,0.85377358490566,0.739336492890995
